e1pond_id,e1plot_type,e1landname_size,fish_list,fish_name,module_e1_4_count,SET-OF-module_e1_4,e5farm_startyear,e5fish_species,e5fish_species_1,e5fish_species_2,e5fish_species_3,e5fish_species_4,e5fish_species_5,e5fish_species_6,e5fish_species_7,e5fish_species_8,e5fish_species_9,e5fish_species_10,e5fish_species_11,e5fish_species_12,e5fish_species_13,e5fish_species_14,e5fish_species_15,e5fish_species_16,e5fish_species_17,e5fish_species_18,e5fish_species_19,e5fish_species_20,e5fish_species_21,e5fish_species_22,e5fish_species_23,e5fish_species_24,e5fish_species_25,e5fish_species_26,e5fish_species_oth_l,e5fish_species_oth_s,e5fish_alternative,e5fish_alternative_1,e5fish_alternative_2,e5fish_alternative_3,e5fish_alternative_4,e5fish_alternative_5,e5fish_alternative_6,e5fish_alternative_7,e5shift_fishing,e5carp_small_fish,e5tilapia_clean,e5fam_lab_days,e5_hired_lab_days,e5_daily_wage,e5fingerling_cost,e5fishfeed_cost,e5other_cost,e5n_harvest,e5tot_harvest,e5lost_harvest,e5reason_lost,e5reason_lost_1,e5reason_lost_2,e5reason_lost_3,e5reason_lost_4,e5reason_lost__96,e5reason_lost_oth,PARENT_KEY,KEY,SET-OF-module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:763545d0-dbed-4577-9c49-e7964d0419f2/module_er[1]/module_e1_4,2012,6 10 25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Biket macha,,,,,,,,,,,0,0,0,35,12500,2800,0,0,0,0,0,,,,,,,,uuid:763545d0-dbed-4577-9c49-e7964d0419f2,uuid:763545d0-dbed-4577-9c49-e7964d0419f2/module_er[1],uuid:763545d0-dbed-4577-9c49-e7964d0419f2/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:659d40a0-9f0b-46a9-ae3c-fb2556d9d90b/module_er[1]/module_e1_4,2018,6 10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,0,0,0,1,1,0,,,,,,,,uuid:659d40a0-9f0b-46a9-ae3c-fb2556d9d90b,uuid:659d40a0-9f0b-46a9-ae3c-fb2556d9d90b/module_er[1],uuid:659d40a0-9f0b-46a9-ae3c-fb2556d9d90b/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:9d0ddfed-6818-484a-8670-f4f2802600c4/module_er[1]/module_e1_4,2009,5 6 7 10,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,8,500,2600,200,0,2,20,0,,,,,,,,uuid:9d0ddfed-6818-484a-8670-f4f2802600c4,uuid:9d0ddfed-6818-484a-8670-f4f2802600c4/module_er[1],uuid:9d0ddfed-6818-484a-8670-f4f2802600c4/module_er
6,8,.Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:8de3fd1e-34e3-44c5-8f3f-20ec5d3970ba/module_er[1]/module_e1_4,2015,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,5,0,500,30000,5000,2000,2,10,0,,,,,,,,uuid:8de3fd1e-34e3-44c5-8f3f-20ec5d3970ba,uuid:8de3fd1e-34e3-44c5-8f3f-20ec5d3970ba/module_er[1],uuid:8de3fd1e-34e3-44c5-8f3f-20ec5d3970ba/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f/module_er[1]/module_e1_4,2005,6 7 8 10 17,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,12,1600,3000,0,400,0,0,0,,,,,,,,uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f,uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f/module_er[1],uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f/module_er[2]/module_e1_4,2005,6 7 8 10 17,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,0,14,1600,4000,0,1000,0,0,0,,,,,,,,uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f,uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f/module_er[2],uuid:35dd5ac2-840c-4268-88c7-e1cfba79250f/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:2db0e2d1-c617-4973-a05d-e0374a509773/module_er[1]/module_e1_4,2000,1 6 10 17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,2,0,200,2000,2000,300,4,100,0,,,,,,,,uuid:2db0e2d1-c617-4973-a05d-e0374a509773,uuid:2db0e2d1-c617-4973-a05d-e0374a509773/module_er[1],uuid:2db0e2d1-c617-4973-a05d-e0374a509773/module_er
9,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:353f50ae-d8c0-44ac-b8e7-124856ebb1a1/module_er[1]/module_e1_4,2005,1 7 8 16 17,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,2,0,300,800,0,0,3,10,0,,,,,,,,uuid:353f50ae-d8c0-44ac-b8e7-124856ebb1a1,uuid:353f50ae-d8c0-44ac-b8e7-124856ebb1a1/module_er[1],uuid:353f50ae-d8c0-44ac-b8e7-124856ebb1a1/module_er
10,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:dca97d06-4c32-4bdf-97df-3b0cde68f1f8/module_er[1]/module_e1_4,1995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,2,0,300,500,0,0,10,5,0,,,,,,,,uuid:dca97d06-4c32-4bdf-97df-3b0cde68f1f8,uuid:dca97d06-4c32-4bdf-97df-3b0cde68f1f8/module_er[1],uuid:dca97d06-4c32-4bdf-97df-3b0cde68f1f8/module_er
4,8,Camper jomi,1 2,"Tilapia, Rohu (Rui)",2,uuid:af09f9e5-6dee-47c8-a25a-1830a681c526/module_er[1]/module_e1_4,2018,1 3 5 6 8 10,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,63,0,0,8000,7000,0,12,200,0,,,,,,,,uuid:af09f9e5-6dee-47c8-a25a-1830a681c526,uuid:af09f9e5-6dee-47c8-a25a-1830a681c526/module_er[1],uuid:af09f9e5-6dee-47c8-a25a-1830a681c526/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:65276d37-4173-406c-89a3-8b2a1c70da2b/module_er[1]/module_e1_4,2022,1 2 5 6 7 10,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,1200,0,0,4,0,0,,,,,,,,uuid:65276d37-4173-406c-89a3-8b2a1c70da2b,uuid:65276d37-4173-406c-89a3-8b2a1c70da2b/module_er[1],uuid:65276d37-4173-406c-89a3-8b2a1c70da2b/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:6fa6bd24-b67f-4c3c-acf2-d1b904529a5a/module_er[1]/module_e1_4,1998,1 17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,2,0,200,500,0,0,5,80,5,2,0,1,0,0,0,,uuid:6fa6bd24-b67f-4c3c-acf2-d1b904529a5a,uuid:6fa6bd24-b67f-4c3c-acf2-d1b904529a5a/module_er[1],uuid:6fa6bd24-b67f-4c3c-acf2-d1b904529a5a/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:12b939c2-b6fc-4da1-8980-66729ddb6687/module_er[1]/module_e1_4,2014,2 6 17,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,32,0,2400,0,0,0,24,50,0,,,,,,,,uuid:12b939c2-b6fc-4da1-8980-66729ddb6687,uuid:12b939c2-b6fc-4da1-8980-66729ddb6687/module_er[1],uuid:12b939c2-b6fc-4da1-8980-66729ddb6687/module_er
9,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:cc3f75cc-6fb6-401e-bc12-d989a5d6ccd5/module_er[1]/module_e1_4,2016,6 10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,3800,0,0,32,32,0,,,,,,,,uuid:cc3f75cc-6fb6-401e-bc12-d989a5d6ccd5,uuid:cc3f75cc-6fb6-401e-bc12-d989a5d6ccd5/module_er[1],uuid:cc3f75cc-6fb6-401e-bc12-d989a5d6ccd5/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:edb420ac-316c-4ea7-a333-427b455394c9/module_er[1]/module_e1_4,2022,6 10 17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,1000,500,0,20,0.5,0,,,,,,,,uuid:edb420ac-316c-4ea7-a333-427b455394c9,uuid:edb420ac-316c-4ea7-a333-427b455394c9/module_er[1],uuid:edb420ac-316c-4ea7-a333-427b455394c9/module_er
11,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:5d8253dd-5662-4d58-8519-cf488f15a84a/module_er[1]/module_e1_4,2019,1 7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,45,0,3000,700,500,0,25,75,20,2 4,0,1,0,1,0,,uuid:5d8253dd-5662-4d58-8519-cf488f15a84a,uuid:5d8253dd-5662-4d58-8519-cf488f15a84a/module_er[1],uuid:5d8253dd-5662-4d58-8519-cf488f15a84a/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:f8604ebd-27d1-4d5c-82fd-f799a983a4eb/module_er[1]/module_e1_4,1993,1 5 7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,1,500,1000,0,0,5,27,5,2,0,1,0,0,0,,uuid:f8604ebd-27d1-4d5c-82fd-f799a983a4eb,uuid:f8604ebd-27d1-4d5c-82fd-f799a983a4eb/module_er[1],uuid:f8604ebd-27d1-4d5c-82fd-f799a983a4eb/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:12bfdd83-885b-440e-adda-74376c2c6230/module_er[1]/module_e1_4,1989,6 7 16 17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,1,500,1250,2600,0,1,10,1,2,0,1,0,0,0,,uuid:12bfdd83-885b-440e-adda-74376c2c6230,uuid:12bfdd83-885b-440e-adda-74376c2c6230/module_er[1],uuid:12bfdd83-885b-440e-adda-74376c2c6230/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:449d6979-47ed-4378-b665-d143af55324c/module_er[1]/module_e1_4,2023,1 6 8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,2,0,500,300,0,500,6,10,0,,,,,,,,uuid:449d6979-47ed-4378-b665-d143af55324c,uuid:449d6979-47ed-4378-b665-d143af55324c/module_er[1],uuid:449d6979-47ed-4378-b665-d143af55324c/module_er
7,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:fd70c52f-321a-477c-a2b1-81b6465e82ae/module_er[1]/module_e1_4,2006,6 8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,,100,0,200,5,30,0,,,,,,,,uuid:fd70c52f-321a-477c-a2b1-81b6465e82ae,uuid:fd70c52f-321a-477c-a2b1-81b6465e82ae/module_er[1],uuid:fd70c52f-321a-477c-a2b1-81b6465e82ae/module_er
10,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:e647380e-eeb4-41c8-87b1-bf5897e54428/module_er[1]/module_e1_4,2022,1 6 10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,15,8,1500,1300,0,0,3,45,0,,,,,,,,uuid:e647380e-eeb4-41c8-87b1-bf5897e54428,uuid:e647380e-eeb4-41c8-87b1-bf5897e54428/module_er[1],uuid:e647380e-eeb4-41c8-87b1-bf5897e54428/module_er
12,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:1a89d52d-1a48-4da4-91fc-ce39789b95c8/module_er[1]/module_e1_4,1990,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,5,0,200,800,0,0,25,100,0,,,,,,,,uuid:1a89d52d-1a48-4da4-91fc-ce39789b95c8,uuid:1a89d52d-1a48-4da4-91fc-ce39789b95c8/module_er[1],uuid:1a89d52d-1a48-4da4-91fc-ce39789b95c8/module_er
7,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:3e7812ff-10c5-45f2-8896-fb1ee5093e06/module_er[1]/module_e1_4,2008,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,3,0,200,26000,150000,0,1,600,1200,1,1,0,0,0,0,,uuid:3e7812ff-10c5-45f2-8896-fb1ee5093e06,uuid:3e7812ff-10c5-45f2-8896-fb1ee5093e06/module_er[1],uuid:3e7812ff-10c5-45f2-8896-fb1ee5093e06/module_er
1,1,Bosotvita,1 2,"Tilapia, Rohu (Rui)",2,uuid:49cdc5e9-a82a-4b02-8064-5485826b4a13/module_er[1]/module_e1_4,2014,1 3 6 7 17,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,,,0,0,0,,1100,0,0,5,3,0,,,,,,,,uuid:49cdc5e9-a82a-4b02-8064-5485826b4a13,uuid:49cdc5e9-a82a-4b02-8064-5485826b4a13/module_er[1],uuid:49cdc5e9-a82a-4b02-8064-5485826b4a13/module_er
1,1,Bosotvita,1 2,"Tilapia, Rohu (Rui)",2,uuid:a44be87d-f9aa-4b90-a513-fb17875c1f50/module_er[1]/module_e1_4,2019,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,,,0,4,0,200,450,0,0,4,10,0,,,,,,,,uuid:a44be87d-f9aa-4b90-a513-fb17875c1f50,uuid:a44be87d-f9aa-4b90-a513-fb17875c1f50/module_er[1],uuid:a44be87d-f9aa-4b90-a513-fb17875c1f50/module_er
13,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:d4647e23-25df-4ef7-ace0-eef74b5d485b/module_er[1]/module_e1_4,2021,1 6 7 10,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,45,0,9000,5000,25000,0,1,200,0,,,,,,,,uuid:d4647e23-25df-4ef7-ace0-eef74b5d485b,uuid:d4647e23-25df-4ef7-ace0-eef74b5d485b/module_er[1],uuid:d4647e23-25df-4ef7-ace0-eef74b5d485b/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:96c1c2dd-ca55-4bab-8030-5f3f83b75e17/module_er[1]/module_e1_4,2001,6 7 10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,22,0,2500,1250,880,200,3,18,0,,,,,,,,uuid:96c1c2dd-ca55-4bab-8030-5f3f83b75e17,uuid:96c1c2dd-ca55-4bab-8030-5f3f83b75e17/module_er[1],uuid:96c1c2dd-ca55-4bab-8030-5f3f83b75e17/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:61d370f6-c91a-461b-9310-c89224341b50/module_er[1]/module_e1_4,2010,1 5 6 7,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,100,0,5000,20000,10000,0,40,1600,20,2,0,1,0,0,0,,uuid:61d370f6-c91a-461b-9310-c89224341b50,uuid:61d370f6-c91a-461b-9310-c89224341b50/module_er[1],uuid:61d370f6-c91a-461b-9310-c89224341b50/module_er
11,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:bccc31f2-65d3-4b8b-9986-85e67e687211/module_er[1]/module_e1_4,2019,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,10,0,1000,0,500,0,8,24,0,,,,,,,,uuid:bccc31f2-65d3-4b8b-9986-85e67e687211,uuid:bccc31f2-65d3-4b8b-9986-85e67e687211/module_er[1],uuid:bccc31f2-65d3-4b8b-9986-85e67e687211/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:d14d79bf-62b5-48dc-8206-ffe613deff41/module_er[1]/module_e1_4,2015,6 7 10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,10,0,800,550,0,0,12,8,0,,,,,,,,uuid:d14d79bf-62b5-48dc-8206-ffe613deff41,uuid:d14d79bf-62b5-48dc-8206-ffe613deff41/module_er[1],uuid:d14d79bf-62b5-48dc-8206-ffe613deff41/module_er
2,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:83fb3d1f-7bf1-4891-842c-79b18fd6fc3f/module_er[1]/module_e1_4,2015,1 6 10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,0,0,,700,0,0,80,120,0,,,,,,,,uuid:83fb3d1f-7bf1-4891-842c-79b18fd6fc3f,uuid:83fb3d1f-7bf1-4891-842c-79b18fd6fc3f/module_er[1],uuid:83fb3d1f-7bf1-4891-842c-79b18fd6fc3f/module_er
9,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:5204d131-d44d-46d3-98ae-6b1700ff1e32/module_er[1]/module_e1_4,2014,1 10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,30,0,3000,3500,0,0,10,30,0,,,,,,,,uuid:5204d131-d44d-46d3-98ae-6b1700ff1e32,uuid:5204d131-d44d-46d3-98ae-6b1700ff1e32/module_er[1],uuid:5204d131-d44d-46d3-98ae-6b1700ff1e32/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092/module_er[1]/module_e1_4,2015,1 2 6 7 10,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,0,0,,1000,0,0,2,200,0,,,,,,,,uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092,uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092/module_er[1],uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092/module_er
6,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092/module_er[2]/module_e1_4,2015,1 2 6 7 10,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,0,0,,1000,0,0,2,200,0,,,,,,,,uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092,uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092/module_er[2],uuid:6f1c9a77-5448-467a-bb45-eccc7aea7092/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er[1]/module_e1_4,2015,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,30,12,2500,600,200,0,2,20,0,,,,,,,,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er[1],uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er[2]/module_e1_4,2015,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,30,20,2500,400,200,0,3,100,0,,,,,,,,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er[2],uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er[3]/module_e1_4,2015,6 7 8,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,30,30,1400,400,200,0,4,950,0,,,,,,,,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811,uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er[3],uuid:56ece14f-3b16-41d5-a9a0-6ef5e6f37811/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:114f8c2c-8f26-4f67-8fa3-dad521c9b0ba/module_er[1]/module_e1_4,2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Taki mach,,,,,,,,,,,0,0,0,0,,20,0,0,0,0,0,,,,,,,,uuid:114f8c2c-8f26-4f67-8fa3-dad521c9b0ba,uuid:114f8c2c-8f26-4f67-8fa3-dad521c9b0ba/module_er[1],uuid:114f8c2c-8f26-4f67-8fa3-dad521c9b0ba/module_er
2,8,Pukurer pashe,1 2,"Tilapia, Rohu (Rui)",2,uuid:9e25ea46-9791-4c45-bb17-fdab6482b02b/module_er[1]/module_e1_4,2022,1 3 6 8 10 17,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,8,0,300,1000,0,200,4,100,5,4,0,0,0,1,0,,uuid:9e25ea46-9791-4c45-bb17-fdab6482b02b,uuid:9e25ea46-9791-4c45-bb17-fdab6482b02b/module_er[1],uuid:9e25ea46-9791-4c45-bb17-fdab6482b02b/module_er
4,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:57fd83c3-7758-41af-90ae-677db80a40da/module_er[1]/module_e1_4,2017,6 7 10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,,300,0,0,6,2,0,,,,,,,,uuid:57fd83c3-7758-41af-90ae-677db80a40da,uuid:57fd83c3-7758-41af-90ae-677db80a40da/module_er[1],uuid:57fd83c3-7758-41af-90ae-677db80a40da/module_er
1,1,Bosotvita,1 2,"Tilapia, Rohu (Rui)",2,uuid:d4b1b687-98b1-446d-831e-815902e0fdfd/module_er[1]/module_e1_4,2020,6 7 8 10,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,1,0,,,0,0,0,,0,0,0,1,32,0,,,,,,,,uuid:d4b1b687-98b1-446d-831e-815902e0fdfd,uuid:d4b1b687-98b1-446d-831e-815902e0fdfd/module_er[1],uuid:d4b1b687-98b1-446d-831e-815902e0fdfd/module_er
16,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:4119a3f0-16aa-4f79-93e7-8d0cce2c5b35/module_er[1]/module_e1_4,2016,6 7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,30,0,3000,0,0,0,26,80,0,,,,,,,,uuid:4119a3f0-16aa-4f79-93e7-8d0cce2c5b35,uuid:4119a3f0-16aa-4f79-93e7-8d0cce2c5b35/module_er[1],uuid:4119a3f0-16aa-4f79-93e7-8d0cce2c5b35/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:57da2fb1-9226-49d9-a066-6b127d66a407/module_er[1]/module_e1_4,2022,1 2 5 6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,20,1,3000,700,0,0,1,70,1,4,0,0,0,1,0,,uuid:57da2fb1-9226-49d9-a066-6b127d66a407,uuid:57da2fb1-9226-49d9-a066-6b127d66a407/module_er[1],uuid:57da2fb1-9226-49d9-a066-6b127d66a407/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:8002f168-6b4c-4ca5-bb8c-3733c9d35e5e/module_er[1]/module_e1_4,2022,1 2 5 6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,20,2,3000,700,0,0,1,70,1,4,0,0,0,1,0,,uuid:8002f168-6b4c-4ca5-bb8c-3733c9d35e5e,uuid:8002f168-6b4c-4ca5-bb8c-3733c9d35e5e/module_er[1],uuid:8002f168-6b4c-4ca5-bb8c-3733c9d35e5e/module_er
2,8,Pukor,1 2,"Tilapia, Rohu (Rui)",2,uuid:9c513665-bd0b-4d22-b947-abda393fc56b/module_er[1]/module_e1_4,2014,7 10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,1,16,0,1200,600,1000,0,3,20,0,,,,,,,,uuid:9c513665-bd0b-4d22-b947-abda393fc56b,uuid:9c513665-bd0b-4d22-b947-abda393fc56b/module_er[1],uuid:9c513665-bd0b-4d22-b947-abda393fc56b/module_er
3,8,Pukur,1 2,"Tilapia, Rohu (Rui)",2,uuid:3db731a2-5f67-46aa-bb82-a12db78f9757/module_er[1]/module_e1_4,2005,6 10 17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,0,20,0,2000,0,0,1000,20,30,0,,,,,,,,uuid:3db731a2-5f67-46aa-bb82-a12db78f9757,uuid:3db731a2-5f67-46aa-bb82-a12db78f9757/module_er[1],uuid:3db731a2-5f67-46aa-bb82-a12db78f9757/module_er
