c1pesticide_id,c1pesticide_name,c1pesticide_dosage,c1pesticide_unit,c1pesticide_n_timee,c1pesticideuse_reason,PARENT_KEY,KEY,SET-OF-c1pesticide_repeat
2,Virtako,30,2,1,1,uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[1],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[1]/c1season_group-c1pesticide_repeat
3,Amistar top,100,1,2,2,uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[1],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[1]/c1season_group-c1pesticide_repeat[3],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[1]/c1season_group-c1pesticide_repeat
1,Biri fire,3000,2,1,1,uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4]/c1season_group-c1pesticide_repeat
2,Virtako,100,1,1,1,uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4]/c1season_group-c1pesticide_repeat
3,Amister top,100,1,1,1,uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4]/c1season_group-c1pesticide_repeat[3],uuid:6138d4de-8215-42f3-a97d-d4a6aebb1588/module_c1[4]/c1season_group-c1pesticide_repeat
1,Nildor 5,100,2,2,3,uuid:8251c26f-2c36-43c4-9b27-8b7b49354115/module_c1[2],uuid:8251c26f-2c36-43c4-9b27-8b7b49354115/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:8251c26f-2c36-43c4-9b27-8b7b49354115/module_c1[2]/c1season_group-c1pesticide_repeat
2,Nam jane nah,80,1,2,3,uuid:8251c26f-2c36-43c4-9b27-8b7b49354115/module_c1[2],uuid:8251c26f-2c36-43c4-9b27-8b7b49354115/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:8251c26f-2c36-43c4-9b27-8b7b49354115/module_c1[2]/c1season_group-c1pesticide_repeat
1,Naitro,20,1,1,3,uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1],uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1]/c1season_group-c1pesticide_repeat
2,Kurajan,25,1,1,1,uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1],uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1]/c1season_group-c1pesticide_repeat
3,Thiyo vit,10,2,1,1,uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1],uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1]/c1season_group-c1pesticide_repeat[3],uuid:63e6e110-99aa-40c5-b812-78b5b6a2f057/module_c1[1]/c1season_group-c1pesticide_repeat
1,Poka marar,250,2,1,2,uuid:a0d0a431-bb0c-4f9b-8c3c-ca9ab6e226ed/module_c1[1],uuid:a0d0a431-bb0c-4f9b-8c3c-ca9ab6e226ed/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:a0d0a431-bb0c-4f9b-8c3c-ca9ab6e226ed/module_c1[1]/c1season_group-c1pesticide_repeat
2,Gas jeno na more,150,2,2,2,uuid:a0d0a431-bb0c-4f9b-8c3c-ca9ab6e226ed/module_c1[1],uuid:a0d0a431-bb0c-4f9b-8c3c-ca9ab6e226ed/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:a0d0a431-bb0c-4f9b-8c3c-ca9ab6e226ed/module_c1[1]/c1season_group-c1pesticide_repeat
1,Enjil,50,1,1,2,uuid:69b110ec-085e-4727-af07-4187732d34d3/module_c1[2],uuid:69b110ec-085e-4727-af07-4187732d34d3/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:69b110ec-085e-4727-af07-4187732d34d3/module_c1[2]/c1season_group-c1pesticide_repeat
1,Poka na dhorara jonno,450,2,4,2,uuid:6c85d8c7-c8e6-45c3-9efd-cd08a820c3b2/module_c1[1],uuid:6c85d8c7-c8e6-45c3-9efd-cd08a820c3b2/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:6c85d8c7-c8e6-45c3-9efd-cd08a820c3b2/module_c1[1]/c1season_group-c1pesticide_repeat
2,Gas jeno na more,300,2,3,2,uuid:6c85d8c7-c8e6-45c3-9efd-cd08a820c3b2/module_c1[1],uuid:6c85d8c7-c8e6-45c3-9efd-cd08a820c3b2/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:6c85d8c7-c8e6-45c3-9efd-cd08a820c3b2/module_c1[1]/c1season_group-c1pesticide_repeat
1,"Pocar ousdh,moka makaor jano na lage",50,1,1,1,uuid:fee1f4c9-3fc4-4b72-80f1-ebf7b391f7e0/module_c1[1],uuid:fee1f4c9-3fc4-4b72-80f1-ebf7b391f7e0/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:fee1f4c9-3fc4-4b72-80f1-ebf7b391f7e0/module_c1[1]/c1season_group-c1pesticide_repeat
1,"Pucanir ousdh,mokamakor jano na lage",50,1,1,1,uuid:fee1f4c9-3fc4-4b72-80f1-ebf7b391f7e0/module_c1[4],uuid:fee1f4c9-3fc4-4b72-80f1-ebf7b391f7e0/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:fee1f4c9-3fc4-4b72-80f1-ebf7b391f7e0/module_c1[4]/c1season_group-c1pesticide_repeat
1,Bittaku,100,2,1,1,uuid:6d3b83c5-ca4c-4439-89b5-d209873dc223/module_c1[1],uuid:6d3b83c5-ca4c-4439-89b5-d209873dc223/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:6d3b83c5-ca4c-4439-89b5-d209873dc223/module_c1[1]/c1season_group-c1pesticide_repeat
1,Furadana,100,1,1,1,uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[1],uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[1]/c1season_group-c1pesticide_repeat
1,Furadena,100,1,1,1,uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[4],uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[4]/c1season_group-c1pesticide_repeat
2,0,0,1,0,1,uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[4],uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:7f8d6899-4cdf-4608-8386-cc641481079f/module_c1[4]/c1season_group-c1pesticide_repeat
1,Rejen,200,1,1,3,uuid:6f780035-f649-4113-811e-0d6dde41ad9a/module_c1[1],uuid:6f780035-f649-4113-811e-0d6dde41ad9a/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:6f780035-f649-4113-811e-0d6dde41ad9a/module_c1[1]/c1season_group-c1pesticide_repeat
1,Vittimul,250,2,1,3,uuid:6f780035-f649-4113-811e-0d6dde41ad9a/module_c1[4],uuid:6f780035-f649-4113-811e-0d6dde41ad9a/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:6f780035-f649-4113-811e-0d6dde41ad9a/module_c1[4]/c1season_group-c1pesticide_repeat
1,Virtako,20,2,2,2,uuid:9c06e858-f54f-4eb0-ae57-196d83e551cb/module_c1[4],uuid:9c06e858-f54f-4eb0-ae57-196d83e551cb/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:9c06e858-f54f-4eb0-ae57-196d83e551cb/module_c1[4]/c1season_group-c1pesticide_repeat
2,Karata,100,1,2,3,uuid:9c06e858-f54f-4eb0-ae57-196d83e551cb/module_c1[4],uuid:9c06e858-f54f-4eb0-ae57-196d83e551cb/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:9c06e858-f54f-4eb0-ae57-196d83e551cb/module_c1[4]/c1season_group-c1pesticide_repeat
1,Virtako,5,2,2,1,uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1]/c1season_group-c1pesticide_repeat
2,Dasban,50,1,2,2,uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1]/c1season_group-c1pesticide_repeat
3,Vartimax,25,1,4,1,uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1]/c1season_group-c1pesticide_repeat[3],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[1]/c1season_group-c1pesticide_repeat
1,Corbae,50,1,2,2,uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[4],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[4]/c1season_group-c1pesticide_repeat
2,Foradaen,500,2,2,2,uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[4],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:c85894f3-d76f-49b5-b5f9-470e3011b63b/module_c1[4]/c1season_group-c1pesticide_repeat
1,Kapran,100,2,2,2,uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[1],uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[1]/c1season_group-c1pesticide_repeat
2,Pulora,2,1,2,2,uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[1],uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[1]/c1season_group-c1pesticide_repeat
1,Pulora,2,1,2,2,uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[4],uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:2ca1cefb-fbe0-415c-87b0-06d87beb66e5/module_c1[4]/c1season_group-c1pesticide_repeat
1,Darshos. Amister stop.Magol,10,1,3,1,uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1],uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1]/c1season_group-c1pesticide_repeat
2,Darshos. Amister stop. Magnol,10,1,3,1,uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1],uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1]/c1season_group-c1pesticide_repeat
3,0,0,1,0,1,uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1],uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1]/c1season_group-c1pesticide_repeat[3],uuid:d8b69927-e915-4870-9f91-28b3f6d1ab3a/module_c1[1]/c1season_group-c1pesticide_repeat
1,Taipin,16,1,1,3,uuid:d29d5c61-85fc-4140-9166-218c4791b15d/module_c1[2],uuid:d29d5c61-85fc-4140-9166-218c4791b15d/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:d29d5c61-85fc-4140-9166-218c4791b15d/module_c1[2]/c1season_group-c1pesticide_repeat
1,Viktaku,100,2,3,3,uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2]/c1season_group-c1pesticide_repeat
2,Pocha roger,50,1,3,1,uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2]/c1season_group-c1pesticide_repeat
3,Ghas morar jonno,100,2,1,2,uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2]/c1season_group-c1pesticide_repeat[3],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[2]/c1season_group-c1pesticide_repeat
1,Viktaku,100,2,3,2,uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4]/c1season_group-c1pesticide_repeat
2,Pocha rog,58,1,2,2,uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4]/c1season_group-c1pesticide_repeat
3,Vitamin,150,2,1,2,uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4]/c1season_group-c1pesticide_repeat[3],uuid:de569c20-32e9-42a0-a7bd-19c5c7808772/module_c1[4]/c1season_group-c1pesticide_repeat
1,Vitako,100,1,1,1,uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[2],uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[2]/c1season_group-c1pesticide_repeat
1,Vitako,100,1,1,1,uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[4],uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[4]/c1season_group-c1pesticide_repeat
2,Tapger,100,1,1,2,uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[4],uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:d491b6e0-1580-4a22-8d87-0e4e1d2528cc/module_c1[4]/c1season_group-c1pesticide_repeat
1,Ketam,25,1,2,3,uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[1],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[1]/c1season_group-c1pesticide_repeat
2,Dosta,100,2,2,3,uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[1],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[1]/c1season_group-c1pesticide_repeat
1,Ketap,50,1,2,3,uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[4],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[4]/c1season_group-c1pesticide_repeat
2,Dosta,100,2,1,3,uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[4],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:7f578b35-b1da-401a-bd32-eb33a530070e/module_c1[4]/c1season_group-c1pesticide_repeat
1,Mone nai,125,2,5,2,uuid:222830ac-1bea-47fc-89e9-31bae58316d3/module_c1[1],uuid:222830ac-1bea-47fc-89e9-31bae58316d3/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:222830ac-1bea-47fc-89e9-31bae58316d3/module_c1[1]/c1season_group-c1pesticide_repeat
1,Jane na,120,2,5,2,uuid:0f2f6d0a-881a-4961-a2b9-8b9de72979cb/module_c1[1],uuid:0f2f6d0a-881a-4961-a2b9-8b9de72979cb/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:0f2f6d0a-881a-4961-a2b9-8b9de72979cb/module_c1[1]/c1season_group-c1pesticide_repeat
2,Mone nai,120,2,5,2,uuid:0f2f6d0a-881a-4961-a2b9-8b9de72979cb/module_c1[1],uuid:0f2f6d0a-881a-4961-a2b9-8b9de72979cb/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:0f2f6d0a-881a-4961-a2b9-8b9de72979cb/module_c1[1]/c1season_group-c1pesticide_repeat
1,Mansar,150,2,3,3,uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1],uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1]/c1season_group-c1pesticide_repeat
2,Rilayence,10,1,1,3,uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1],uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1]/c1season_group-c1pesticide_repeat
3,Najahar,10,1,1,1,uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1],uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1]/c1season_group-c1pesticide_repeat[3],uuid:284b7ecc-64d7-41d4-8159-5f337083bedc/module_c1[1]/c1season_group-c1pesticide_repeat
1,Hatiyar,100,2,1,2,uuid:48073bf6-5709-4b90-a5f4-52e5b6a41353/module_c1[1],uuid:48073bf6-5709-4b90-a5f4-52e5b6a41353/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:48073bf6-5709-4b90-a5f4-52e5b6a41353/module_c1[1]/c1season_group-c1pesticide_repeat
1,Kaman,100,1,2,3,uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[1],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[1]/c1season_group-c1pesticide_repeat
2,Molar,100,1,2,3,uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[1],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[1]/c1season_group-c1pesticide_repeat
1,Samgard,150,1,2,3,uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2]/c1season_group-c1pesticide_repeat
2,Kaman,50,1,1,3,uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2]/c1season_group-c1pesticide_repeat[2],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2]/c1season_group-c1pesticide_repeat
3,Molar,100,1,1,3,uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2]/c1season_group-c1pesticide_repeat[3],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[2]/c1season_group-c1pesticide_repeat
1,Kaman,100,1,1,3,uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[4],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[4]/c1season_group-c1pesticide_repeat
2,Samgard,100,1,2,3,uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[4],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:7fff9536-85c6-4edb-a5f7-80bb8aa2facd/module_c1[4]/c1season_group-c1pesticide_repeat
1,Mne nai,20,1,1,2,uuid:208ddb0f-fefd-451d-96ae-511ddf958952/module_c1[4],uuid:208ddb0f-fefd-451d-96ae-511ddf958952/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:208ddb0f-fefd-451d-96ae-511ddf958952/module_c1[4]/c1season_group-c1pesticide_repeat
2,Mne nai,20,2,1,2,uuid:208ddb0f-fefd-451d-96ae-511ddf958952/module_c1[4],uuid:208ddb0f-fefd-451d-96ae-511ddf958952/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:208ddb0f-fefd-451d-96ae-511ddf958952/module_c1[4]/c1season_group-c1pesticide_repeat
1,Vittako,30,2,2,2,uuid:23d2abc7-0b34-496d-ae1e-827bbcccbb2e/module_c1[4],uuid:23d2abc7-0b34-496d-ae1e-827bbcccbb2e/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:23d2abc7-0b34-496d-ae1e-827bbcccbb2e/module_c1[4]/c1season_group-c1pesticide_repeat
1,Name mone nai,250,2,2,1,uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[1],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[1]/c1season_group-c1pesticide_repeat
2,Mone nai,250,2,2,1,uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[1],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[1]/c1season_group-c1pesticide_repeat
1,Gas,250,2,2,1,uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[4],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[4]/c1season_group-c1pesticide_repeat
2,Mone nai,250,2,2,1,uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[4],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[4]/c1season_group-c1pesticide_repeat[2],uuid:ca13cfed-f052-432e-bd46-5edc27f48980/module_c1[4]/c1season_group-c1pesticide_repeat
1,Vittako,50,2,3,2,uuid:2ccaf5ea-f49f-41f4-bca2-b79e20ce7b34/module_c1[2],uuid:2ccaf5ea-f49f-41f4-bca2-b79e20ce7b34/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:2ccaf5ea-f49f-41f4-bca2-b79e20ce7b34/module_c1[2]/c1season_group-c1pesticide_repeat
1,Vittako,50,2,4,2,uuid:2ccaf5ea-f49f-41f4-bca2-b79e20ce7b34/module_c1[4],uuid:2ccaf5ea-f49f-41f4-bca2-b79e20ce7b34/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:2ccaf5ea-f49f-41f4-bca2-b79e20ce7b34/module_c1[4]/c1season_group-c1pesticide_repeat
1,Vitako,50,1,1,2,uuid:e558c504-552b-4940-8aab-e9f8b74a4d8f/module_c1[1],uuid:e558c504-552b-4940-8aab-e9f8b74a4d8f/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:e558c504-552b-4940-8aab-e9f8b74a4d8f/module_c1[1]/c1season_group-c1pesticide_repeat
1,Janina,200,1,0,1,uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1]/c1season_group-c1pesticide_repeat
2,Janina,200,1,1,1,uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1]/c1season_group-c1pesticide_repeat
3,Janina,200,1,1,1,uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1]/c1season_group-c1pesticide_repeat[3],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[1]/c1season_group-c1pesticide_repeat
1,Vitaku,10,2,1,1,uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[2],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[2]/c1season_group-c1pesticide_repeat
1,Janina,200,1,3,1,uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[4],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[4]/c1season_group-c1pesticide_repeat[1],uuid:ae231380-c826-415e-b495-44606e70a1b4/module_c1[4]/c1season_group-c1pesticide_repeat
1,Peksil,400,1,2,1,uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[1],uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[1]/c1season_group-c1pesticide_repeat[1],uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[1]/c1season_group-c1pesticide_repeat
2,Janina,400,1,2,1,uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[1],uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[1]/c1season_group-c1pesticide_repeat[2],uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[1]/c1season_group-c1pesticide_repeat
1,Vitaku,10,2,1,1,uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[2],uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[2]/c1season_group-c1pesticide_repeat[1],uuid:a6cb96ad-3f44-4457-82e0-ea124aaadca2/module_c1[2]/c1season_group-c1pesticide_repeat
